id,age,sex,race,specialty,weeks_per_year,hours_per_week,it_use,minority_health_cme,survey_weight
501248,40,M,White,Family/GP,48,44,Available and used,0,73.489662
501249,55,M,White,Medical Specialties,49,45,Not available,1,89.609695
501250,45,M,,Internal Medicine,50,80,Available and used,1,95.047655
501251,40,F,White,Family/GP,40,40,Available and used,0,76.11393000000001
501252,60,M,Black,Pediatrics,50,50,,0,91.83129100000001
501253,55,M,White,Family/GP,48,47,Available and used,1,65.744303
501254,40,M,White,Surgical Specialties,45,70,Available and used,1,94.008673
501255,50,M,Hispanic,Internal Medicine,50,60,Available and used,1,91.340526
501256,40,M,White,Surgical Specialties,48,50,Available and used,1,84.914324
501257,65,M,White,Family/GP,40,35,Available and used,0,80.926283
501258,50,F,Asian,Medical Specialties,42,25,Not available,0,89.004205
501259,70,M,Asian,Medical Specialties,48,60,Not available,0,57.326624
501260,55,M,White,Psychiatry,52,52,Available and used,1,85.512396
501261,50,M,Black,Surgical Specialties,48,65,Available and used,0,106.84064199999999
501262,50,M,White,Medical Specialties,48,44,Available and used,1,93.023758
501263,55,M,White,Medical Specialties,50,48,Available and used,0,62.581187
501264,60,F,White,Psychiatry,45,30,Available and used,1,73.072073
501265,55,M,White,Surgical Specialties,50,80,Available and used,0,107.230372
501266,70,M,White,Surgical Specialties,48,56,Available and used,1,68.078445
501267,65,M,White,Internal Medicine,48,48,Available and used,0,68.931493
501268,45,M,Hispanic,Internal Medicine,49,80,Available and used,1,108.916634
501269,65,F,Asian,Medical Specialties,52,50,Not available,0,70.728112
501270,45,M,Asian,Internal Medicine,48,48,Available and used,1,107.733871
501271,60,M,White,Internal Medicine,47,50,Available and used,0,79.388138
501272,35,M,White,Pediatrics,49,62,Available and used,0,95.86912199999999
501273,55,F,White,Surgical Specialties,49,42,Not available,0,95.57472800000001
501274,45,F,Asian,Medical Specialties,46,42,Available and used,0,78.198663
501275,40,M,White,Surgical Specialties,46,80,Available and used,0,102.023085
501276,35,M,White,Pediatrics,47,53,Available and used,1,78.715303
501277,35,M,White,Surgical Specialties,40,50,Not available,0,99.399281
501278,35,M,White,Medical Specialties,40,60,Available and used,0,89.925288
501279,50,F,White,Pediatrics,52,33,Available and used,1,71.496786
501280,55,M,White,Internal Medicine,47,56,Available and used,1,80.72507399999999
501281,35,F,Black,Surgical Specialties,48,40,Not available,0,102.186399
501282,55,M,White,Surgical Specialties,49,80,Available and used,0,86.262277
501283,45,M,White,Medical Specialties,48,49,Available and used,1,80.517212
501284,50,M,White,Family/GP,49,40,Not available,0,85.08713
501285,45,F,Asian,Family/GP,50,13,Available and used,0,112.14558000000001
501286,40,F,White,Ob/Gyn,48,50,Available and used,1,99.47408399999999
501287,40,M,White,Ob/Gyn,49,44,Available and used,0,107.48883400000001
501288,65,M,White,Medical Specialties,46,50,Available and used,0,84.284467
501289,60,M,White,Surgical Specialties,50,60,Available and used,0,92.19730899999999
501290,35,F,White,Family/GP,48,53,Available and used,0,86.306216
501291,35,F,White,Family/GP,46,42,Available and used,1,86.575988
501292,70,M,White,Pediatrics,47,40,Not available,0,46.719694
501293,60,M,White,Medical Specialties,46,46,Available and used,0,86.02523000000001
501294,50,M,White,Medical Specialties,48,44,Available and used,0,84.677615
501295,50,M,Black,Family/GP,40,40,Available and used,1,101.794671
501296,50,F,White,Internal Medicine,46,37,Available and used,1,95.54318
501297,40,M,Asian,Family/GP,46,50,Available and used,0,87.645661
501298,55,M,White,Medical Specialties,46,79,Available and used,0,92.679606
501299,45,F,White,Surgical Specialties,46,46,Available and used,1,71.281549
501300,50,F,Asian,Internal Medicine,40,28,Available and used,0,107.821449
501301,60,M,White,Medical Specialties,46,48,Available and used,0,101.275536
501302,60,M,White,Family/GP,48,80,Available and used,0,97.224517
501303,35,F,White,Medical Specialties,49,40,Available and used,0,100.270421
501304,55,M,Black,Internal Medicine,48,60,Not available,1,85.33094799999999
501305,45,F,White,Medical Specialties,48,70,Available and used,0,62.437343999999996
501306,50,F,White,Ob/Gyn,47,56,Available and used,0,90.242129
501307,55,M,White,Family/GP,50,55,Available and used,1,82.10287199999999
501308,50,F,White,Pediatrics,47,34,Available and used,1,69.379581
501309,45,F,White,Family/GP,49,34,Available and used,1,87.630199
501310,35,F,White,Psychiatry,45,30,Available and used,0,94.052091
501311,35,F,White,Medical Specialties,48,45,Available and used,1,57.330583
501312,65,M,White,Medical Specialties,52,45,Available and used,0,65.36081899999999
501313,60,M,White,Family/GP,48,60,Available and used,1,88.46714300000001
501314,60,M,White,Family/GP,46,60,"Avaliable, not used",0,68.77242
501315,35,F,White,Family/GP,47,45,Available and used,0,83.83139200000001
501316,60,M,Black,Medical Specialties,48,80,Available and used,1,79.764397
501317,50,M,White,Psychiatry,49,42,Available and used,1,98.026898
501318,40,M,White,Family/GP,49,65,Not available,1,91.134509
501319,35,F,White,Ob/Gyn,41,25,Available and used,0,95.285947
501320,35,M,White,Family/GP,50,48,Available and used,1,91.41051800000001
501321,45,M,,Surgical Specialties,49,40,,1,111.17051699999999
501322,45,M,Asian,Psychiatry,50,74,,1,100.059086
501323,60,M,Black,Internal Medicine,51,52,Available and used,1,89.159669
501324,35,M,Asian,Surgical Specialties,49,48,Available and used,0,90.51080400000001
501325,70,M,Black,Family/GP,48,25,Not available,1,54.898012
501326,60,M,White,Medical Specialties,47,55,Available and used,0,66.622592
501327,35,M,White,Surgical Specialties,47,80,Not available,0,100.68462199999999
501328,50,M,White,Pediatrics,44,42,Available and used,0,89.359451
501329,70,M,White,Pediatrics,46,50,Available and used,1,59.50901999999999
501330,65,M,White,Psychiatry,40,30,Available and used,0,83.945442
501331,40,M,Asian,Surgical Specialties,40,48,Available and used,0,84.737317
501332,45,M,White,Family/GP,48,40,Available and used,1,95.415131
501333,50,M,White,Surgical Specialties,47,44,Available and used,1,80.248768
501334,60,M,White,Psychiatry,46,46,Not available,1,75.307913
501335,50,M,Asian,Medical Specialties,48,60,Not available,0,96.915052
501336,45,F,Asian,Pediatrics,40,32,Not available,1,73.127578
501337,35,M,Asian,Internal Medicine,50,42,Available and used,1,55.052841
501338,45,M,White,Medical Specialties,50,48,Available and used,0,79.302531
501339,45,M,White,Surgical Specialties,48,41,Not available,0,82.654173
501340,40,M,Hispanic,Surgical Specialties,48,44,Available and used,0,106.520758
501341,60,M,White,Medical Specialties,50,64,Available and used,0,86.507779
501342,60,M,White,Medical Specialties,50,36,Available and used,0,88.89135
501343,55,M,,Medical Specialties,51,70,,1,127.03189499999999
501344,55,F,White,Surgical Specialties,42,65,Available and used,1,100.466944
501345,70,M,White,Medical Specialties,40,40,Available and used,0,73.70596
501346,35,F,White,Family/GP,48,72,Available and used,1,86.46109399999999
501347,50,M,White,Ob/Gyn,48,60,Not available,0,99.73246999999999
501348,65,M,White,Ob/Gyn,43,58,Available and used,0,90.984399
501349,50,M,White,Surgical Specialties,50,18,Available and used,0,75.61823199999999
501350,45,M,White,Psychiatry,48,38,Not available,0,75.549
501351,55,M,,Pediatrics,46,76,Available and used,1,74.157312
501352,35,F,White,Pediatrics,46,26,Available and used,1,83.56055
501353,55,M,White,Internal Medicine,48,66,Available and used,1,82.559923
501354,35,M,White,Internal Medicine,52,60,Available and used,0,99.83333
501355,35,M,Asian,Pediatrics,46,45,Available and used,0,69.890422
501356,65,M,White,Ob/Gyn,50,60,Available and used,0,75.757141
501357,40,F,White,Medical Specialties,46,36,Available and used,0,86.89777600000001
501358,55,M,White,Medical Specialties,50,50,Available and used,0,63.99644
501359,60,M,White,Family/GP,48,48,Available and used,0,86.124812
501360,50,M,White,Family/GP,46,48,"Avaliable, not used",1,88.719267
501361,50,M,,Family/GP,45,70,"Avaliable, not used",0,114.793578
501362,40,M,White,Ob/Gyn,48,64,Available and used,0,88.298863
501363,35,F,Asian,Pediatrics,43,34,Available and used,1,83.187549
501364,60,M,White,Surgical Specialties,49,52,Not available,1,96.875437
501365,55,M,White,Ob/Gyn,48,30,Available and used,0,85.762978
501366,60,M,Asian,Medical Specialties,47,45,Available and used,1,89.289349
501367,55,M,White,Family/GP,48,71,Available and used,1,79.02046800000001
501368,50,M,White,Pediatrics,48,34,Available and used,0,65.014062
501369,50,M,White,Surgical Specialties,48,48,Available and used,1,74.45115899999999
501370,70,M,White,Family/GP,45,24,Not available,0,56.106799
501371,70,M,White,Family/GP,52,40,Available and used,1,85.810654
501372,70,M,White,Psychiatry,40,45,Available and used,0,73.333939
501373,45,F,White,Medical Specialties,47,40,Not available,0,85.655236
501374,55,M,White,Family/GP,50,50,Not available,1,79.024322
501375,70,M,Hispanic,Surgical Specialties,40,22,Available and used,0,80.497479
501376,40,F,Other,Internal Medicine,46,28,Available and used,1,98.308541
501377,60,M,White,Medical Specialties,50,80,Available and used,1,65.19486500000001
501378,40,M,White,Ob/Gyn,48,70,Available and used,0,86.70205899999999
501379,50,F,White,Psychiatry,50,30,Not available,0,96.042265
501380,45,F,Black,Internal Medicine,48,40,Available and used,0,93.176926
501381,55,M,Asian,Surgical Specialties,47,45,Available and used,0,91.507232
501382,55,M,Asian,Pediatrics,42,40,Not available,0,62.616255
501383,50,F,White,Medical Specialties,48,38,Not available,0,114.667051
501384,70,M,White,Surgical Specialties,46,44,Available and used,0,90.08367
501385,50,M,White,Medical Specialties,48,50,Available and used,1,81.02677
501386,60,M,White,Medical Specialties,52,48,Available and used,0,95.70728199999999
501387,55,M,White,Internal Medicine,52,60,Available and used,1,78.475183
501388,50,F,White,Pediatrics,50,46,Available and used,0,68.52853
501389,45,M,White,Surgical Specialties,50,51,Not available,0,76.27794200000001
501390,45,F,White,Medical Specialties,48,54,Available and used,1,91.29369399999999
501391,55,M,White,Family/GP,49,52,Available and used,0,105.796971
501392,40,F,White,Ob/Gyn,46,57,Not available,0,87.159841
501393,55,M,Asian,Internal Medicine,52,60,Available and used,1,95.308133
501394,40,F,Asian,Surgical Specialties,48,24,"Avaliable, not used",0,101.196871
501395,50,M,Hispanic,Internal Medicine,48,40,Available and used,0,84.03818199999999
501396,45,M,White,Psychiatry,50,50,Available and used,1,84.609193
501397,40,M,White,Family/GP,48,80,Available and used,1,76.802148
501398,35,M,White,Psychiatry,48,40,Available and used,1,80.258258
501399,35,F,White,Medical Specialties,44,55,Available and used,1,83.98003299999999
501400,45,M,White,Psychiatry,48,42,Available and used,1,112.945718
501401,60,F,Asian,Family/GP,48,40,Available and used,0,106.735899
501402,50,F,Black,Psychiatry,48,80,Available and used,0,104.555995
501403,60,M,White,Surgical Specialties,50,70,Not available,1,64.422389
501404,40,F,White,Family/GP,47,65,Available and used,1,75.286793
501405,40,M,White,Surgical Specialties,48,53,Available and used,0,83.93651700000001
501406,60,M,White,Family/GP,48,50,Available and used,0,94.119381
501407,55,M,White,Medical Specialties,48,34,Not available,0,99.410837
501408,40,M,Hispanic,Medical Specialties,44,50,Available and used,0,78.501959
501409,55,M,Other,Family/GP,50,75,Available and used,0,79.96388
501410,60,M,White,Family/GP,50,58,Available and used,0,86.991249
501411,50,M,White,Family/GP,48,21,Available and used,0,80.25384100000001
501412,55,F,White,Pediatrics,48,56,Available and used,1,78.269129
501413,50,M,White,Surgical Specialties,50,50,Not available,0,92.860846
501414,65,M,,Medical Specialties,49,54,Available and used,0,86.781335
501415,40,M,White,Surgical Specialties,47,44,Not available,0,99.03165200000001
501416,50,M,White,Medical Specialties,48,80,Available and used,1,95.743262
501417,60,F,Asian,Medical Specialties,44,80,Available and used,1,131.271598
501418,45,M,White,Psychiatry,45,65,Available and used,0,68.16118900000001
501419,45,M,Asian,Medical Specialties,48,80,Available and used,0,98.871126
501420,55,M,White,Medical Specialties,44,80,Available and used,0,87.631385
501421,60,M,White,Medical Specialties,47,50,Available and used,1,71.59447800000001
501422,35,F,White,Ob/Gyn,49,16,Available and used,1,96.77377800000001
501423,40,F,Asian,Psychiatry,40,38,Available and used,0,106.049978
501424,55,M,Asian,Internal Medicine,50,50,Not available,1,88.288443
501425,50,M,White,Surgical Specialties,46,60,Not available,0,88.94139100000001
501426,60,M,White,Psychiatry,50,43,Available and used,0,84.74340500000001
501427,55,F,White,Medical Specialties,50,76,Available and used,1,100.591403
501428,55,M,White,Internal Medicine,49,35,,0,85.335483
501429,55,M,White,Surgical Specialties,48,64,Not available,0,107.06818
501430,65,M,Asian,Ob/Gyn,48,25,Available and used,1,85.382418
501431,45,M,White,Family/GP,45,60,Available and used,1,96.005218
501432,55,M,White,Medical Specialties,48,42,Not available,0,88.719267
501433,60,M,White,Medical Specialties,50,70,Available and used,0,98.335975
501434,45,M,White,Surgical Specialties,48,80,Not available,1,72.429564
501435,65,M,White,Surgical Specialties,49,40,"Avaliable, not used",1,66.230194
501436,35,F,White,Ob/Gyn,52,32,Available and used,0,96.829549
501437,50,M,White,Surgical Specialties,42,36,Available and used,0,87.44428
501438,45,F,Asian,Medical Specialties,47,62,Available and used,0,92.433989
501439,50,M,White,Surgical Specialties,49,55,Available and used,0,90.276441
501440,40,M,White,Psychiatry,46,45,Available and used,0,102.993724
501441,40,M,Asian,Medical Specialties,46,80,,-9,82.630445
501442,55,M,White,Medical Specialties,46,34,"Avaliable, not used",1,71.91734100000001
501443,40,F,Asian,Surgical Specialties,50,35,Available and used,0,63.727592
501444,45,M,White,Surgical Specialties,50,40,Available and used,0,103.340048
501445,70,F,White,Internal Medicine,40,35,Not available,0,84.536114
501446,50,M,White,Medical Specialties,52,74,Available and used,1,85.75976700000001
501447,40,F,White,Medical Specialties,47,60,Not available,0,75.035322
501448,40,M,White,Surgical Specialties,48,60,Available and used,0,97.54458199999999
501449,45,M,Asian,Surgical Specialties,49,58,Available and used,1,104.772449
501450,40,M,White,Family/GP,47,45,Available and used,0,71.553505
501451,35,M,White,Psychiatry,48,45,,1,102.082674
501452,40,M,Asian,Internal Medicine,50,28,Available and used,1,101.088161
501453,50,M,White,Psychiatry,49,50,Available and used,0,83.21380500000001
501454,40,F,Asian,Internal Medicine,50,50,Available and used,1,92.17013100000001
501455,50,F,White,Internal Medicine,48,48,Available and used,0,87.268117
501456,35,F,White,Medical Specialties,48,35,Available and used,0,102.885743
501457,45,M,Asian,Internal Medicine,47,53,Available and used,0,89.901236
501458,35,M,White,Surgical Specialties,48,80,Available and used,1,98.94551
501459,60,M,White,Surgical Specialties,52,65,Available and used,1,93.37244100000001
501460,45,M,White,Surgical Specialties,45,44,Available and used,0,99.633841
501461,65,M,White,Surgical Specialties,40,60,Available and used,0,74.460633
501462,55,F,Other,Internal Medicine,48,51,Available and used,1,97.734498
501463,35,M,White,Psychiatry,46,56,Available and used,1,100.782576
501464,60,M,White,Surgical Specialties,52,50,Available and used,0,77.993584
